CHAMP1,CHAMP2,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT,YEAR,SEASON,TEAM
Kennen,Zac,0,1,1,0.0,1.0,2015,Spring,Blue
Zac,Diana,1,0,1,1.0,0.0,2015,Spring,Blue
Zac,Thresh,1,0,1,1.0,0.0,2015,Spring,Blue
Sejuani,Lissandra,1,0,1,1.0,0.0,2015,Spring,Red
Sejuani,Annie,3,0,3,1.0,0.0,2015,Spring,Red
Rumble,Nunu,4,0,4,1.0,0.0,2015,Spring,Blue
Nunu,Vladimir,3,0,3,1.0,0.0,2015,Spring,Blue
Nunu,Thresh,4,0,4,1.0,0.0,2015,Spring,Blue
RekSai,Lissandra,3,0,3,1.0,0.0,2015,Spring,Red
RekSai,Morgana,9,0,9,1.0,0.0,2015,Spring,Red
RekSai,Alistar,4,0,4,1.0,0.0,2015,Spring,Blue
Kalista,Alistar,2,0,2,1.0,0.0,2015,Spring,Blue
Vi,Corki,1,0,1,1.0,0.0,2015,Spring,Red
Hecarim,RekSai,4,7,11,0.36363636363636365,0.6363636363636364,2015,Spring,Blue
Lulu,Sejuani,1,1,2,0.5,0.5,2015,Spring,Red
Sejuani,Janna,7,0,7,1.0,0.0,2015,Spring,Red
Maokai,Zac,1,0,1,1.0,0.0,2015,Spring,Blue
Zac,JarvanIV,1,0,1,1.0,0.0,2015,Spring,Blue
Zac,Morgana,1,0,1,1.0,0.0,2015,Spring,Blue
Draven,Morgana,3,0,3,1.0,0.0,2015,Spring,Blue
Hecarim,Vi,1,2,3,0.3333333333333333,0.6666666666666666,2015,Spring,Red
Vi,Alistar,1,0,1,1.0,0.0,2015,Spring,Red
Vayne,Alistar,1,0,1,1.0,0.0,2015,Spring,Red
Rumble,Gragas,17,18,35,0.4857142857142857,0.5142857142857142,2015,Summer,Blue
Gragas,KogMaw,2,0,2,1.0,0.0,2015,Summer,Blue
Gragas,Nautilus,32,0,32,1.0,0.0,2015,Summer,Blue
Sivir,Nautilus,32,0,32,1.0,0.0,2015,Summer,Blue
Maokai,RekSai,20,24,44,0.45454545454545453,0.5454545454545454,2015,Summer,Red
RekSai,Viktor,1,0,1,1.0,0.0,2015,Summer,Red
RekSai,Thresh,43,0,43,1.0,0.0,2015,Summer,Red
Urgot,Thresh,7,0,7,1.0,0.0,2015,Summer,Red
Rumble,RekSai,21,19,40,0.525,0.475,2015,Summer,Blue
RekSai,Azir,4,0,4,1.0,0.0,2015,Summer,Blue
RekSai,Thresh,47,0,47,1.0,0.0,2015,Summer,Blue
Corki,Thresh,13,0,13,1.0,0.0,2015,Summer,Blue
Gnar,Gragas,19,18,37,0.5135135135135135,0.4864864864864865,2015,Summer,Red
Gragas,Cassiopeia,1,0,1,1.0,0.0,2015,Summer,Red
Gragas,Annie,17,0,17,1.0,0.0,2015,Summer,Red
Kalista,Annie,10,0,10,1.0,0.0,2015,Summer,Red
Maokai,LeeSin,12,5,17,0.7058823529411765,0.29411764705882354,2015,Summer,Blue
LeeSin,KogMaw,1,0,1,1.0,0.0,2015,Summer,Blue
LeeSin,Alistar,13,0,13,1.0,0.0,2015,Summer,Blue
Ashe,Alistar,6,0,6,1.0,0.0,2015,Summer,Blue
Hecarim,Sejuani,4,2,6,0.6666666666666666,0.3333333333333333,2015,Summer,Red
Sejuani,Azir,3,0,3,1.0,0.0,2015,Summer,Red
Sejuani,Annie,2,0,2,1.0,0.0,2015,Summer,Red
Gnar,RekSai,17,8,25,0.68,0.32,2015,Summer,Blue
RekSai,Ziggs,2,0,2,1.0,0.0,2015,Summer,Blue
Urgot,Thresh,1,0,1,1.0,0.0,2015,Summer,Blue
Yasuo,Evelynn,1,0,1,1.0,0.0,2015,Summer,Red
Evelynn,Fizz,1,0,1,1.0,0.0,2015,Summer,Red
Evelynn,Alistar,26,0,26,1.0,0.0,2015,Summer,Red
Sivir,Alistar,58,0,58,1.0,0.0,2015,Summer,Red
Hecarim,Nunu,2,1,3,0.6666666666666666,0.3333333333333333,2015,Summer,Blue
Nunu,Fizz,1,0,1,1.0,0.0,2015,Summer,Blue
Nunu,Thresh,8,0,8,1.0,0.0,2015,Summer,Blue
Sivir,Thresh,28,0,28,1.0,0.0,2015,Summer,Blue
Rumble,Sejuani,6,5,11,0.5454545454545454,0.45454545454545453,2015,Summer,Red
Sejuani,Kassadin,1,0,1,1.0,0.0,2015,Summer,Red
Sejuani,Nautilus,7,0,7,1.0,0.0,2015,Summer,Red
Vayne,Nautilus,3,0,3,1.0,0.0,2015,Summer,Red
Rumble,Nunu,5,0,5,1.0,0.0,2015,Summer,Blue
Nunu,Cassiopeia,1,0,1,1.0,0.0,2015,Summer,Blue
Irelia,Sejuani,0,1,1,0.0,1.0,2015,Summer,Red
Sejuani,Vladimir,1,0,1,1.0,0.0,2015,Summer,Red
Graves,Nautilus,2,0,2,1.0,0.0,2015,Summer,Red
Gnar,Zac,1,0,1,1.0,0.0,2015,Summer,Blue
Zac,Vladimir,1,0,1,1.0,0.0,2015,Summer,Blue
Zac,Nautilus,1,0,1,1.0,0.0,2015,Summer,Blue
Kalista,Nautilus,9,0,9,1.0,0.0,2015,Summer,Blue
RekSai,KogMaw,1,0,1,1.0,0.0,2015,Summer,Red
Ashe,Thresh,5,0,5,1.0,0.0,2015,Summer,Red
Hecarim,Evelynn,3,6,9,0.3333333333333333,0.6666666666666666,2015,Summer,Blue
Evelynn,Leblanc,1,0,1,1.0,0.0,2015,Summer,Blue
Evelynn,Alistar,21,0,21,1.0,0.0,2015,Summer,Blue
Sivir,Alistar,46,0,46,1.0,0.0,2015,Summer,Blue
Gnar,Sejuani,1,8,9,0.1111111111111111,0.8888888888888888,2015,Summer,Red
Sejuani,Thresh,12,0,12,1.0,0.0,2015,Summer,Red
Kalista,Thresh,18,0,18,1.0,0.0,2015,Summer,Red
Rumble,Sejuani,3,6,9,0.3333333333333333,0.6666666666666666,2015,Summer,Blue
Sejuani,Viktor,1,0,1,1.0,0.0,2015,Summer,Blue
Sejuani,Alistar,13,0,13,1.0,0.0,2015,Summer,Blue
Hecarim,Evelynn,0,4,4,0.0,1.0,2015,Summer,Red
Evelynn,Kassadin,1,0,1,1.0,0.0,2015,Summer,Red
Evelynn,Morgana,2,0,2,1.0,0.0,2015,Summer,Red
Kalista,Morgana,6,0,6,1.0,0.0,2015,Summer,Red
Vladimir,Gragas,3,1,4,0.75,0.25,2015,Summer,Blue
Gragas,Viktor,3,0,3,1.0,0.0,2015,Summer,Blue
Gragas,Thresh,48,0,48,1.0,0.0,2015,Summer,Blue
Lucian,Thresh,17,0,17,1.0,0.0,2015,Summer,Blue
Hecarim,LeeSin,2,2,4,0.5,0.5,2015,Summer,Red
LeeSin,Malphite,1,0,1,1.0,0.0,2015,Summer,Red
LeeSin,Alistar,21,0,21,1.0,0.0,2015,Summer,Red
Jinx,Alistar,10,0,10,1.0,0.0,2015,Summer,Red
Irelia,Gragas,1,2,3,0.3333333333333333,0.6666666666666666,2015,Summer,Blue
Gragas,Varus,6,0,6,1.0,0.0,2015,Summer,Blue
Corki,Nautilus,14,0,14,1.0,0.0,2015,Summer,Blue
Ryze,RekSai,1,3,4,0.25,0.75,2015,Summer,Red
RekSai,Azir,3,0,3,1.0,0.0,2015,Summer,Red
Ryze,Sejuani,0,1,1,0.0,1.0,2015,Summer,Blue
Sejuani,Nautilus,6,0,6,1.0,0.0,2015,Summer,Blue
Ezreal,Nautilus,3,0,3,1.0,0.0,2015,Summer,Blue
RekSai,TwistedFate,1,0,1,1.0,0.0,2015,Summer,Red
Sivir,Thresh,32,0,32,1.0,0.0,2015,Summer,Red
RekSai,Leblanc,3,0,3,1.0,0.0,2015,Summer,Blue
RekSai,Annie,22,0,22,1.0,0.0,2015,Summer,Blue
Vayne,Annie,2,0,2,1.0,0.0,2015,Summer,Blue
Rumble,LeeSin,0,7,7,0.0,1.0,2015,Summer,Red
LeeSin,Azir,2,0,2,1.0,0.0,2015,Summer,Red
LeeSin,Thresh,10,0,10,1.0,0.0,2015,Summer,Red
Maokai,Sejuani,4,6,10,0.4,0.6,2015,Summer,Blue
Sejuani,Ziggs,2,0,2,1.0,0.0,2015,Summer,Blue
Rumble,RekSai,17,15,32,0.53125,0.46875,2015,Summer,Red
RekSai,Varus,1,0,1,1.0,0.0,2015,Summer,Red
Ryze,Zac,1,0,1,1.0,0.0,2015,Summer,Blue
Zac,Azir,1,0,1,1.0,0.0,2015,Summer,Blue
Zac,Morgana,1,0,1,1.0,0.0,2015,Summer,Blue
Kalista,Morgana,13,0,13,1.0,0.0,2015,Summer,Blue
Irelia,Gragas,2,2,4,0.5,0.5,2015,Summer,Red
Gragas,Varus,1,0,1,1.0,0.0,2015,Summer,Red
Gragas,Nautilus,25,0,25,1.0,0.0,2015,Summer,Red
Corki,Nautilus,20,0,20,1.0,0.0,2015,Summer,Red
Maokai,Gragas,21,10,31,0.6774193548387096,0.3225806451612903,2015,Summer,Blue
Gragas,Azir,8,0,8,1.0,0.0,2015,Summer,Blue
Lucian,Nautilus,5,0,5,1.0,0.0,2015,Summer,Blue
Sejuani,Leblanc,2,0,2,1.0,0.0,2015,Summer,Red
Sejuani,Janna,6,0,6,1.0,0.0,2015,Summer,Red
Sivir,Janna,22,0,22,1.0,0.0,2015,Summer,Red
Maokai,RekSai,24,16,40,0.6,0.4,2015,Summer,Blue
RekSai,Cassiopeia,4,0,4,1.0,0.0,2015,Summer,Blue
RekSai,Janna,22,0,22,1.0,0.0,2015,Summer,Blue
Vayne,Janna,12,0,12,1.0,0.0,2015,Summer,Blue
Ryze,JarvanIV,1,0,1,1.0,0.0,2015,Summer,Red
JarvanIV,Urgot,1,0,1,1.0,0.0,2015,Summer,Red
JarvanIV,Alistar,5,0,5,1.0,0.0,2015,Summer,Red
LeeSin,Azir,1,0,1,1.0,0.0,2015,Summer,Blue
LeeSin,Nautilus,6,0,6,1.0,0.0,2015,Summer,Blue
Gnar,RekSai,11,18,29,0.3793103448275862,0.6206896551724138,2015,Summer,Red
RekSai,Leblanc,1,0,1,1.0,0.0,2015,Summer,Red
RekSai,Bard,4,0,4,1.0,0.0,2015,Summer,Red
Sivir,Bard,7,0,7,1.0,0.0,2015,Summer,Red
Sejuani,Orianna,1,0,1,1.0,0.0,2015,Summer,Blue
Sejuani,Thresh,9,0,9,1.0,0.0,2015,Summer,Blue
Ashe,Thresh,6,0,6,1.0,0.0,2015,Summer,Blue
Gragas,Leblanc,3,0,3,1.0,0.0,2015,Summer,Red
Gragas,Bard,7,0,7,1.0,0.0,2015,Summer,Red
Kalista,Bard,2,0,2,1.0,0.0,2015,Summer,Red
RekSai,Nautilus,23,0,23,1.0,0.0,2015,Summer,Blue
Gnar,Zac,1,0,1,1.0,0.0,2015,Summer,Red
Zac,KogMaw,1,0,1,1.0,0.0,2015,Summer,Red
Zac,Thresh,1,0,1,1.0,0.0,2015,Summer,Red
Ezreal,Thresh,3,0,3,1.0,0.0,2015,Summer,Red
RekSai,Ekko,3,0,3,1.0,0.0,2015,Summer,Blue
Sivir,Janna,14,0,14,1.0,0.0,2015,Summer,Blue
Hecarim,Nunu,3,3,6,0.5,0.5,2015,Summer,Red
Nunu,Azir,1,0,1,1.0,0.0,2015,Summer,Red
Nunu,Thresh,5,0,5,1.0,0.0,2015,Summer,Red
Jinx,Thresh,18,0,18,1.0,0.0,2015,Summer,Red
Hecarim,Gragas,15,9,24,0.625,0.375,2015,Summer,Blue
Gragas,Ekko,1,0,1,1.0,0.0,2015,Summer,Blue
Gragas,Bard,5,0,5,1.0,0.0,2015,Summer,Blue
Kalista,Bard,4,0,4,1.0,0.0,2015,Summer,Blue
Fizz,RekSai,5,4,9,0.5555555555555556,0.4444444444444444,2015,Summer,Red
RekSai,Morgana,16,0,16,1.0,0.0,2015,Summer,Red
Sivir,Morgana,6,0,6,1.0,0.0,2015,Summer,Red
Hecarim,Ekko,1,1,2,0.5,0.5,2015,Summer,Blue
Ekko,Leblanc,1,0,1,1.0,0.0,2015,Summer,Blue
Ekko,Alistar,8,0,8,1.0,0.0,2015,Summer,Blue
Corki,Alistar,37,0,37,1.0,0.0,2015,Summer,Blue
Fizz,Nunu,0,4,4,0.0,1.0,2015,Summer,Red
Nunu,Nautilus,1,0,1,1.0,0.0,2015,Summer,Red
Lucian,Nautilus,3,0,3,1.0,0.0,2015,Summer,Red
LeeSin,Leblanc,1,0,1,1.0,0.0,2015,Summer,Blue
DrMundo,Nidalee,0,2,2,0.0,1.0,2015,Summer,Red
Nidalee,Viktor,1,0,1,1.0,0.0,2015,Summer,Red
Nidalee,Janna,10,0,10,1.0,0.0,2015,Summer,Red
Lucian,Janna,10,0,10,1.0,0.0,2015,Summer,Red
Hecarim,JarvanIV,0,1,1,0.0,1.0,2015,Summer,Blue
JarvanIV,Rumble,1,0,1,1.0,0.0,2015,Summer,Blue
JarvanIV,Alistar,7,0,7,1.0,0.0,2015,Summer,Blue
Ekko,Gragas,4,0,4,1.0,0.0,2015,Summer,Red
Gragas,Lulu,1,0,1,1.0,0.0,2015,Summer,Red
Ashe,Bard,2,0,2,1.0,0.0,2015,Summer,Red
Gragas,Karma,2,0,2,1.0,0.0,2015,Summer,Blue
Jinx,Karma,1,0,1,1.0,0.0,2015,Summer,Blue
Nunu,Alistar,7,0,7,1.0,0.0,2015,Summer,Red
Corki,Alistar,34,0,34,1.0,0.0,2015,Summer,Red
Kalista,Annie,13,0,13,1.0,0.0,2015,Summer,Blue
Vladimir,Gragas,0,2,2,0.0,1.0,2015,Summer,Red
Gragas,Yasuo,3,0,3,1.0,0.0,2015,Summer,Red
Gragas,Malphite,1,0,1,1.0,0.0,2015,Summer,Red
Corki,Malphite,1,0,1,1.0,0.0,2015,Summer,Red
Rumble,LeeSin,3,3,6,0.5,0.5,2015,Summer,Blue
LeeSin,Kassadin,1,0,1,1.0,0.0,2015,Summer,Blue
LeeSin,Annie,5,0,5,1.0,0.0,2015,Summer,Blue
Tristana,Nautilus,5,0,5,1.0,0.0,2015,Summer,Red
Rumble,Gragas,12,13,25,0.48,0.52,2015,Summer,Red
Gragas,JarvanIV,1,0,1,1.0,0.0,2015,Summer,Red
Gnar,Nunu,2,1,3,0.6666666666666666,0.3333333333333333,2015,Summer,Blue
Nunu,Azir,2,0,2,1.0,0.0,2015,Summer,Blue
Nunu,Bard,2,0,2,1.0,0.0,2015,Summer,Blue
Sivir,Bard,3,0,3,1.0,0.0,2015,Summer,Blue
Hecarim,RekSai,10,9,19,0.5263157894736842,0.47368421052631576,2015,Summer,Red
RekSai,Xerath,2,0,2,1.0,0.0,2015,Summer,Red
RekSai,Janna,20,0,20,1.0,0.0,2015,Summer,Red
Vayne,Janna,12,0,12,1.0,0.0,2015,Summer,Red
Hecarim,XinZhao,1,0,1,1.0,0.0,2015,Summer,Blue
XinZhao,TwistedFate,1,0,1,1.0,0.0,2015,Summer,Blue
XinZhao,Alistar,1,0,1,1.0,0.0,2015,Summer,Blue
Ekko,RekSai,0,1,1,0.0,1.0,2015,Summer,Red
Graves,Janna,2,0,2,1.0,0.0,2015,Summer,Red
Gragas,KogMaw,2,0,2,1.0,0.0,2015,Summer,Red
Gragas,Alistar,43,0,43,1.0,0.0,2015,Summer,Red
Kalista,Alistar,21,0,21,1.0,0.0,2015,Summer,Red
Sejuani,Jayce,1,0,1,1.0,0.0,2015,Summer,Blue
Sejuani,Annie,4,0,4,1.0,0.0,2015,Summer,Blue
RekSai,Alistar,45,0,45,1.0,0.0,2015,Summer,Red
Ekko,RekSai,3,0,3,1.0,0.0,2015,Summer,Blue
RekSai,Urgot,1,0,1,1.0,0.0,2015,Summer,Blue
Vayne,Thresh,9,0,9,1.0,0.0,2015,Summer,Blue
Hecarim,Gragas,9,11,20,0.45,0.55,2015,Summer,Red
Gragas,Viktor,1,0,1,1.0,0.0,2015,Summer,Red
Sivir,Nautilus,35,0,35,1.0,0.0,2015,Summer,Red
Jinx,Annie,3,0,3,1.0,0.0,2015,Summer,Blue
Maokai,Nidalee,11,11,22,0.5,0.5,2015,Summer,Red
Nidalee,Azir,1,0,1,1.0,0.0,2015,Summer,Red
Nidalee,Thresh,4,0,4,1.0,0.0,2015,Summer,Red
Kalista,Thresh,38,0,38,1.0,0.0,2015,Summer,Blue
Irelia,Evelynn,0,1,1,0.0,1.0,2015,Summer,Red
Evelynn,Azir,1,0,1,1.0,0.0,2015,Summer,Red
Rumble,XinZhao,0,1,1,0.0,1.0,2015,Summer,Blue
XinZhao,Urgot,1,0,1,1.0,0.0,2015,Summer,Blue
XinZhao,Thresh,1,0,1,1.0,0.0,2015,Summer,Blue
Tristana,Thresh,14,0,14,1.0,0.0,2015,Summer,Blue
RekSai,Annie,21,0,21,1.0,0.0,2015,Summer,Red
RekSai,KogMaw,3,0,3,1.0,0.0,2015,Summer,Blue
RekSai,Alistar,57,0,57,1.0,0.0,2015,Summer,Blue
Fizz,Ekko,1,1,2,0.5,0.5,2015,Summer,Red
Ekko,Azir,1,0,1,1.0,0.0,2015,Summer,Red
Ekko,Nautilus,7,0,7,1.0,0.0,2015,Summer,Red
Hecarim,RekSai,10,12,22,0.45454545454545453,0.5454545454545454,2015,Summer,Blue
RekSai,Nidalee,1,0,1,1.0,0.0,2015,Summer,Blue
JarvanIV,RekSai,2,0,2,1.0,0.0,2015,Summer,Red
RekSai,Lulu,2,0,2,1.0,0.0,2015,Summer,Red
RekSai,Nautilus,25,0,25,1.0,0.0,2015,Summer,Red
Maokai,Nocturne,0,1,1,0.0,1.0,2015,Summer,Blue
Nocturne,Kassadin,1,0,1,1.0,0.0,2015,Summer,Blue
Nocturne,Nautilus,1,0,1,1.0,0.0,2015,Summer,Blue
Rumble,Evelynn,8,6,14,0.5714285714285714,0.42857142857142855,2015,Summer,Red
Evelynn,Hecarim,1,0,1,1.0,0.0,2015,Summer,Red
Evelynn,Thresh,8,0,8,1.0,0.0,2015,Summer,Red
Sion,Ekko,1,0,1,1.0,0.0,2015,Summer,Blue
Ekko,Azir,1,0,1,1.0,0.0,2015,Summer,Blue
Ekko,Annie,4,0,4,1.0,0.0,2015,Summer,Blue
Sivir,Annie,17,0,17,1.0,0.0,2015,Summer,Blue
Gnar,Evelynn,3,7,10,0.3,0.7,2015,Summer,Red
Evelynn,TwistedFate,4,0,4,1.0,0.0,2015,Summer,Red
Evelynn,Bard,2,0,2,1.0,0.0,2015,Summer,Red
Gnar,JarvanIV,2,0,2,1.0,0.0,2015,Summer,Blue
JarvanIV,Azir,5,0,5,1.0,0.0,2015,Summer,Blue
JarvanIV,Thresh,2,0,2,1.0,0.0,2015,Summer,Blue
Shen,Nocturne,0,1,1,0.0,1.0,2015,Summer,Red
Nocturne,Viktor,1,0,1,1.0,0.0,2015,Summer,Red
Nocturne,Annie,3,0,3,1.0,0.0,2015,Summer,Red
Sivir,Annie,30,0,30,1.0,0.0,2015,Summer,Red
Fizz,RekSai,10,9,19,0.5263157894736842,0.47368421052631576,2015,Summer,Blue
RekSai,Viktor,2,0,2,1.0,0.0,2015,Summer,Blue
Ashe,Annie,1,0,1,1.0,0.0,2015,Summer,Blue
Gnar,Ekko,1,4,5,0.2,0.8,2015,Summer,Red
Ekko,Thresh,11,0,11,1.0,0.0,2015,Summer,Red
Sejuani,Jayce,2,0,2,1.0,0.0,2015,Summer,Red
Jinx,Annie,5,0,5,1.0,0.0,2015,Summer,Red
Gragas,Orianna,2,0,2,1.0,0.0,2015,Summer,Blue
Gragas,Janna,27,0,27,1.0,0.0,2015,Summer,Blue
Vayne,Alistar,18,0,18,1.0,0.0,2015,Summer,Red
LeeSin,Orianna,2,0,2,1.0,0.0,2015,Summer,Blue
Rumble,Nocturne,0,2,2,0.0,1.0,2015,Summer,Red
Rumble,JarvanIV,1,0,1,1.0,0.0,2015,Summer,Blue
Tristana,Alistar,10,0,10,1.0,0.0,2015,Summer,Blue
Evelynn,KogMaw,1,0,1,1.0,0.0,2015,Summer,Red
Corki,Thresh,21,0,21,1.0,0.0,2015,Summer,Red
Shen,RekSai,6,9,15,0.4,0.6,2015,Summer,Blue
RekSai,Vladimir,2,0,2,1.0,0.0,2015,Summer,Blue
RekSai,Morgana,18,0,18,1.0,0.0,2015,Summer,Blue
Nautilus,Olaf,0,1,1,0.0,1.0,2015,Summer,Red
Olaf,Varus,1,0,1,1.0,0.0,2015,Summer,Red
Olaf,Annie,3,0,3,1.0,0.0,2015,Summer,Red
Nautilus,Nidalee,1,3,4,0.25,0.75,2015,Summer,Blue
Nidalee,Ahri,1,0,1,1.0,0.0,2015,Summer,Blue
Nidalee,Alistar,17,0,17,1.0,0.0,2015,Summer,Blue
Graves,Alistar,3,0,3,1.0,0.0,2015,Summer,Blue
Shen,Gragas,8,8,16,0.5,0.5,2015,Summer,Red
Gragas,Ezreal,3,0,3,1.0,0.0,2015,Summer,Red
Gragas,Braum,22,0,22,1.0,0.0,2015,Summer,Red
Corki,Braum,10,0,10,1.0,0.0,2015,Summer,Red
Lulu,Evelynn,0,1,1,0.0,1.0,2015,Summer,Blue
Evelynn,Viktor,1,0,1,1.0,0.0,2015,Summer,Blue
Nautilus,Gragas,6,5,11,0.5454545454545454,0.45454545454545453,2015,Summer,Red
Gragas,Thresh,38,0,38,1.0,0.0,2015,Summer,Red
RekSai,TwistedFate,2,0,2,1.0,0.0,2015,Summer,Blue
Corki,Annie,12,0,12,1.0,0.0,2015,Summer,Red
Gragas,Lulu,4,0,4,1.0,0.0,2015,Summer,Blue
Gragas,Alistar,38,0,38,1.0,0.0,2015,Summer,Blue
Jinx,Alistar,11,0,11,1.0,0.0,2015,Summer,Blue
Nautilus,Nidalee,2,1,3,0.6666666666666666,0.3333333333333333,2015,Summer,Red
Nidalee,Orianna,3,0,3,1.0,0.0,2015,Summer,Red
Nidalee,Shen,3,0,3,1.0,0.0,2015,Summer,Red
Sivir,Shen,4,0,4,1.0,0.0,2015,Summer,Red
Shen,Evelynn,3,6,9,0.3333333333333333,0.6666666666666666,2015,Summer,Blue
Evelynn,Diana,1,0,1,1.0,0.0,2015,Summer,Blue
Evelynn,Annie,5,0,5,1.0,0.0,2015,Summer,Blue
Ezreal,Annie,3,0,3,1.0,0.0,2015,Summer,Blue
Irelia,RekSai,3,3,6,0.5,0.5,2015,Summer,Red
RekSai,Kassadin,1,0,1,1.0,0.0,2015,Summer,Red
RekSai,Ahri,1,0,1,1.0,0.0,2015,Summer,Blue
Gragas,Diana,3,0,3,1.0,0.0,2015,Summer,Red
Gragas,Morgana,14,0,14,1.0,0.0,2015,Summer,Blue
Jinx,Morgana,11,0,11,1.0,0.0,2015,Summer,Blue
Gnar,Nidalee,4,4,8,0.5,0.5,2015,Summer,Red
Nidalee,Ezreal,1,0,1,1.0,0.0,2015,Summer,Red
Gnar,Gragas,10,17,27,0.37037037037037035,0.6296296296296297,2015,Summer,Blue
Gragas,Ezreal,4,0,4,1.0,0.0,2015,Summer,Blue
Gragas,Annie,13,0,13,1.0,0.0,2015,Summer,Blue
Corki,Annie,10,0,10,1.0,0.0,2015,Summer,Blue
Nidalee,JarvanIV,1,0,1,1.0,0.0,2015,Summer,Red
Evelynn,Ezreal,1,0,1,1.0,0.0,2015,Summer,Blue
Varus,Alistar,1,0,1,1.0,0.0,2015,Summer,Blue
Shen,JarvanIV,4,0,4,1.0,0.0,2015,Summer,Blue
JarvanIV,Ezreal,1,0,1,1.0,0.0,2015,Summer,Blue
Graves,Thresh,1,0,1,1.0,0.0,2015,Summer,Blue
LeeSin,Zed,1,0,1,1.0,0.0,2015,Summer,Red
RekSai,Ezreal,1,0,1,1.0,0.0,2015,Summer,Red
Nautilus,RekSai,3,2,5,0.6,0.4,2015,Summer,Blue
RekSai,Ezreal,2,0,2,1.0,0.0,2015,Summer,Blue
RekSai,Braum,9,0,9,1.0,0.0,2015,Summer,Blue
Corki,Braum,8,0,8,1.0,0.0,2015,Summer,Blue
Fizz,Gragas,6,3,9,0.6666666666666666,0.3333333333333333,2015,Summer,Red
Gragas,Orianna,1,0,1,1.0,0.0,2015,Summer,Red
Gragas,Janna,36,0,36,1.0,0.0,2015,Summer,Red
Tristana,Janna,7,0,7,1.0,0.0,2015,Summer,Red
Maokai,Nidalee,12,5,17,0.7058823529411765,0.29411764705882354,2015,Summer,Blue
Nidalee,Urgot,1,0,1,1.0,0.0,2015,Summer,Blue
Nidalee,Shen,1,0,1,1.0,0.0,2015,Summer,Blue
Sivir,Shen,8,0,8,1.0,0.0,2015,Summer,Blue
RekSai,Braum,16,0,16,1.0,0.0,2015,Summer,Red
Vayne,Braum,7,0,7,1.0,0.0,2015,Summer,Red
Nautilus,Vi,0,1,1,0.0,1.0,2015,Summer,Red
Vi,Ezreal,1,0,1,1.0,0.0,2015,Summer,Red
Vi,Shen,1,0,1,1.0,0.0,2015,Summer,Red
Jinx,Shen,4,0,4,1.0,0.0,2015,Summer,Red
Gnar,LeeSin,2,2,4,0.5,0.5,2015,Summer,Blue
LeeSin,TwistedFate,1,0,1,1.0,0.0,2015,Summer,Blue
LeeSin,Shen,2,0,2,1.0,0.0,2015,Summer,Blue
Rumble,JarvanIV,2,2,4,0.5,0.5,2015,Summer,Red
JarvanIV,Varus,1,0,1,1.0,0.0,2015,Summer,Red
Gragas,Ahri,1,0,1,1.0,0.0,2015,Summer,Blue
KogMaw,Janna,8,0,8,1.0,0.0,2015,Summer,Blue
Tristana,Braum,8,0,8,1.0,0.0,2015,Summer,Red
Maokai,Rengar,1,0,1,1.0,0.0,2015,Summer,Blue
Rengar,Orianna,1,0,1,1.0,0.0,2015,Summer,Blue
Rengar,Karma,1,0,1,1.0,0.0,2015,Summer,Blue
Kalista,Karma,2,0,2,1.0,0.0,2015,Summer,Blue
JarvanIV,LeeSin,0,1,1,0.0,1.0,2015,Summer,Red
LeeSin,Diana,1,0,1,1.0,0.0,2015,Summer,Red
LeeSin,Nautilus,7,0,7,1.0,0.0,2015,Summer,Red
Gragas,Shen,3,0,3,1.0,0.0,2015,Summer,Blue
Jinx,Shen,1,0,1,1.0,0.0,2015,Summer,Blue
Nautilus,RekSai,1,4,5,0.2,0.8,2015,Summer,Red
Ryze,LeeSin,3,0,3,1.0,0.0,2015,Summer,Blue
LeeSin,Ahri,1,0,1,1.0,0.0,2015,Summer,Blue
Gragas,TwistedFate,1,0,1,1.0,0.0,2015,Summer,Red
Gragas,Shen,3,0,3,1.0,0.0,2015,Summer,Red
Fizz,Nautilus,1,0,1,1.0,0.0,2015,Summer,Blue
Nautilus,TwistedFate,1,0,1,1.0,0.0,2015,Summer,Blue
Nautilus,Janna,1,0,1,1.0,0.0,2015,Summer,Blue
Tristana,Janna,5,0,5,1.0,0.0,2015,Summer,Blue
Maokai,Evelynn,6,12,18,0.3333333333333333,0.6666666666666666,2015,Summer,Red
Evelynn,Ahri,1,0,1,1.0,0.0,2015,Summer,Red
Rumble,Shyvana,1,0,1,1.0,0.0,2015,Summer,Blue
Shyvana,Ahri,1,0,1,1.0,0.0,2015,Summer,Blue
Shyvana,Braum,2,0,2,1.0,0.0,2015,Summer,Blue
Kalista,Braum,3,0,3,1.0,0.0,2015,Summer,Blue
Evelynn,MasterYi,1,0,1,1.0,0.0,2015,Summer,Red
Nidalee,Orianna,1,0,1,1.0,0.0,2015,Summer,Blue
Nidalee,Janna,4,0,4,1.0,0.0,2015,Summer,Blue
Fizz,Gragas,9,4,13,0.6923076923076923,0.3076923076923077,2015,Summer,Blue
Corki,Janna,19,0,19,1.0,0.0,2015,Summer,Red
Shen,Vi,0,1,1,0.0,1.0,2015,Summer,Blue
Vi,Rumble,1,0,1,1.0,0.0,2015,Summer,Blue
Vi,Braum,2,0,2,1.0,0.0,2015,Summer,Blue
Tristana,Braum,14,0,14,1.0,0.0,2015,Summer,Blue
